PUBCHEM_SID,PUBCHEM_CID,SMILES_ISO,PUBCHEM_ACTIVITY_OUTCOME,Phenotype (0-10 = Low Permeability; 10-100 = Moderate Permeability; >100 = High Permeability),Permeability,Compound QC
161004470,136259031,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC(=C(C=C4)O)F,Active,High,663.65,QC'ed NCATS
161004493,70789645,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC(=C(C=C4)OCC(F)(F)F)F,Active,Moderate,58.77,QC'ed NCATS
24272350,15991077,COC1=CC=CC(=C1)C(=O)NC2=CC3=C(C=C2)OC(=N3)C4=CC5=CC=CC=C5C=C4,Active,High,533,QC'ed NCATS
363681031,59422203,CC[C@](C)(C(=O)NCC(F)(F)F)NC1=NC(=NC=C1)C2=CNC3=C2C=CC=N3,Active,High,611.51,QC'ed NCATS
375885777,134806245,C1=CC=C(C=C1)C2=CN3C(=CN=C3C4=CC=C(C=C4)C(=O)NCCCN5C=CN=C5)C=N2,Inactive,Low,1,QC'ed NCATS
99367956,46907673,C1CN(CCN1C2=NC(=CS2)C3=CC=C(C=C3)Br)S(=O)(=O)C4=CC=CC=C4,Active,High,205.38,QC'ed NCATS
124878590,3246584,C[C@H]1C(=O)N[C@@H](C(=O)N([C@@H](C(=O)N[C@@H](C(=O)N([C@H]2[C@@H](C3=CC=C(C=C3)OC4=C(C=CC(=C4)C[C@@H](C(=O)N1)N(C2=O)C)O)O)C)C)CC5=CC=C(C=C5)OC)C)C,Inactive,Low,4.5,QC'ed NCATS
375868743,53137466,COC1=CC=CC(=C1)C(=O)NC2=CC3=C(C=C2)C(=NC=N3)N4CCOCC4,Active,Moderate,39.04,QC'ed NCATS
375862375,87052503,COC1=CC2=C(C=C1)C3=NNC(=C3CC2)C(=O)N4CCC5=C(C4)N=C6C=C(NN6C5=O)C7=CC=CC=C7,Active,Moderate,15.82,QC'ed NCATS
363677885,1474853,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)OC4=CC=CC=C4)OC,Active,High,>1000,QC'ed NCATS
363677754,71268957,CCCC1=C(C(=O)NC(=C1)C)CNC(=O)C2=C3C=NN(C3=CC(=C2)C4=CC(=NC=C4)N5CCN(CC5)C)C(C)C,Active,High,782,QC'ed NCATS
375858633,91903489,CC1=CC=C(C=C1)C2=NC(=C(S2)C(=O)NC3=CC4=C(C=C3)NC(=O)[C@@H]5CCCN5C4=O)C,Active,High,975.52,QC'ed NCATS
99431337,46926056,CC1=C(C(N=C(N1)NC2=NC3=CC=CC=C3O2)C4=CC=CC=C4Br)C(=O)NC5=NC=CS5,Inconclusive,N/F,N/F,QC'ed NCATS
99431340,46926059,CC1=C(C(N=C(N1)NC2=NC3=CC=CC=C3O2)C4=CC=CC=C4Br)C(=O)NC5=CC=CC=C5,Inconclusive,N/F,N/F,QC'ed NCATS
162010072,71296007,C1=CC=C2C(=C1)C(=CC=N2)C3=NC4=CC=CC=C4C(=N3)NC5=CC(=C(C=C5)F)F,Active,High,201.75,QC'ed NCATS
161004083,70789376,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC(=CC=C4)F,Active,High,152.69,QC'ed NCATS
162010101,71295997,C1=CC=C(C=C1)C2=CN=C(N=C2NC3=CC(=C(C=C3)F)F)C4=CC=NC=C4,Inactive,Low,1,QC'ed NCATS
375814997,134790917,C1=CC(=CN=C1)CNC(=O)C2=NC(=C3N2C=CN=C3)C4=CN=C(C=C4)Cl,Active,High,237.53,QC'ed NCATS
26753206,9954280,C1=CC=C(C=C1)SC2=C(N(C3=C2C=C(C=C3)Cl)CC4=CC=C(C=C4)Cl)C(=O)O,Active,High,709.09,QC'ed NCATS
24417192,4901885,COC1=C(C=C(C=C1)Cl)NC(=O)C2=C(C3=CC4=C(C5CCN4CC5)N=C3S2)N,Active,Moderate,55,QC'ed NCATS
124953206,234846,CC1C2CN3CCC4=C(C3CC2C(=CO1)C(=O)OC)NC5=CC(=C(C=C45)OC)OC,Active,High,365.55,QC'ed NCATS
24385932,16009501,CN1C2=C(C=C(S2)C(=O)NC3=C(C=CC(=C3)F)F)C(=N1)C4=CC=CC=C4F,Inconclusive,N/F,N/F,QC'ed NCATS
99367913,46907665,CNC(=O)C1CCN(CC1)C2=NC(=CS2)C3=CC=C(C=C3)Br,Active,High,736.5,QC'ed NCATS
4237971,3233084,C1=CC(=CC(=C1)C2=NC=CC(=N2)N3C=CN=C3)C#N,Active,High,491.63,QC'ed NCATS
24391622,930080,CC1=CC(=O)N2C(=N1)N=C(N2)NC(=O)C3=CC=CC=C3OC,Inactive,Low,7.8,QC'ed NCATS
124398512,53257121,CC1=CC(=NC2=CC=CC=C12)NC(=S)N3CCN(CC3)C4=CC=CC(=C4)C(F)(F)F,Active,Moderate,31.5,QC'ed NCATS
172121274,8182575,C1=CC=C2C(=C1)/C(=C\C3=CC(=C(C(=C3)Br)O)Br)/C(=O)N2,Active,Moderate,50.49,QC'ed NCATS
172113118,72710609,CC1=C2C(=CC=C1)/C(=C\C3=CC(=C(C(=C3)Cl)O)Cl)/C(=O)N2,Active,Moderate,66.33,QC'ed NCATS
161004462,70789691,C1CCN(CC1)C2=NC=CC(=C2)C3=NC4=CC=CC=C4C(=N3)NC5=CC(=C(C=C5)F)F,Inconclusive,N/F,N/F,QC'ed NCATS
161004465,70789678,COC1=C(C=CN=C1OC)C2=NC3=CC=CC=C3C(=N2)NC4=CC(=C(C=C4)F)F,Active,High,>1000,QC'ed NCATS
377664250,16015040,CCOC(=O)N1CCN(CC1)CC2=NC3=C(N2C(C)C)C=CC(=C3)NC(=O)C4=CC=C(C=C4)OC,Active,High,>1000,QC'ed NCATS
99367970,46907679,C1CCN(CC1)C2=CC=CC(=C2)C3=CN=C(S3)N4CCC(CC4)C(=O)N,Active,High,923.74,QC'ed NCATS
377714993,42654396,C1C(C2=C(NC1=O)N=C(S2)N)C3=C(C(=CC=C3)Cl)Cl,Active,High,505.08,QC'ed NCATS
24275639,15991374,CCCCOC1=C(C=C(C=C1)C2C3=C(C(=O)N2CCCN(C)C)OC4=C(C3=O)C=C(C=C4)C)OCC,Inconclusive,N/F,N/F,QC'ed NCATS
375855233,124050558,CC1=NOC(=N1)[C@@H]2CN(C[C@H]2COC)C(=O)C3=NN(C4=CC=CC=C43)C,Active,High,165.01,QC'ed NCATS
24401600,16023208,COC1=CC=C(C=C1)C2C3=C(CCN2C(=O)NC4=CC=CC=C4)C5=C(N3)C=CC(=C5)OC,Inconclusive,N/F,N/F,QC'ed NCATS
24417129,5300038,C1CN2CCC1C3=C2C=C4C(=C(SC4=N3)C(=O)NC5=CC=CC(=C5)C#N)N,Active,High,916.54,QC'ed NCATS
99368009,46907762,CC1=CC(=NC2=C(C=NN12)C(=O)NC3=CC=C(C=C3)C#C)C,Active,Moderate,14,QC'ed NCATS
24788254,2951020,COC1=C(C(=CC(=C1)CNCCO)Cl)OCC2=C(C=C(C=C2)Cl)Cl.Cl,Inconclusive,N/F,N/F,QC'ed NCATS
375817646,137299321,C1CCC(CC1)CN2CCC(CC2)C3=NN(C(=O)N3)CC4=CC=CC=C4,Inactive,Low,1,QC'ed NCATS
87677818,44144354,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC=CC=C3N,Active,High,135.81,QC'ed NCATS
24387041,16010511,CC(=O)N1CCC2=C(C1)SC3=C2C(=O)N(C(=O)N3CC4=CC(=CC=C4)C(F)(F)F)C5=CC=CC=C5,Active,High,>1000,QC'ed NCATS
134225078,1313916,C1CCC(CC1)C(=O)NC2=CC=CC=C2C(=O)NC3=CC=CC(=C3)C(F)(F)F,Inactive,Low,1,QC'ed NCATS
377675920,50801997,CN1C2=C(C=C(C=C2)S(=O)(=O)N(C)C)C=C1C(=O)NCCCOC,Active,Moderate,77.17,QC'ed NCATS
160844102,70701415,C1=CC(=C(C(=C1)Cl)Cl)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3,Inconclusive,N/F,N/F,QC'ed NCATS
161004158,70789395,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC=C(C=C4)N,Active,High,100.71,QC'ed NCATS
161004472,70789669,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC(=C(C=C4)C5=C(C=C(C=C5)F)Cl)F,Active,Moderate,20.9,QC'ed NCATS
164755781,71771101,CC1=C(NC(=C1C(=O)C)C)C(=O)NC2=CC(=CC=C2)[S+](=O)(NC3=CC=CC(=C3)C#N)[O-],Active,Moderate,68.88,QC'ed NCATS
363677751,72551585,CCCC1=C(C(=O)NC(=C1)C)CNC(=O)C2=C3C=NN(C3=CC(=C2)C4=CN=C(C=C4)N5CCN(CC5)C(C)C)C(C)C,Active,High,>1000,QC'ed NCATS
363678114,59473233,C1COCCN1C2=CC=C(C=C2)NC3=NC(=CN4C3=NC=C4)C5=CC6=C(C=C5)C=NN6,Active,High,390.91,QC'ed NCATS
375828361,134801994,CC1=C(C(=NO1)C)[S+](=O)(N2CCC3(CC2)CC(=NO3)C4=CC(=CC=C4)C(F)(F)F)[O-],Inconclusive,N/F,N/F,QC'ed NCATS
99367944,46907752,C1CN(CCC1C#N)C2=NC(=CS2)C3=CC=C(C=C3)Br,Active,High,670.9,QC'ed NCATS
24408055,16029343,CC1=NOC(=C1S(=O)(=O)N2CCC(CC2)C(=O)NC3=CC=C(C=C3)C#N)/C=C/C4=CC=CC=C4F,Inactive,Low,8.58,QC'ed NCATS
375874769,74244241,CC(C)(C#N)C1=CC=C(C=C1)C2=NC=C(C=C2)CN3CCN(CC3)C,Active,High,>1000,QC'ed NCATS
375850542,75490816,COC1=C(C=C(C=C1)C(=O)NC2CCCC3=C2NC4=CC=CC=C34)OC,Active,Moderate,38.11,QC'ed NCATS
4260860,775994,CC1=CC(=C(C=C1)O)C2=NNC(=C2)C3=CC=CC=C3C,Active,High,511.15,QC'ed NCATS
375887157,134807625,CC1=CC2=C(N=C(C=C2N1)C3=C(ON=C3C)C)C4=CC(=CC=C4)O,Active,High,>1000,QC'ed NCATS
24389500,11835320,C1CCCN(CC1)CC(CN2C=C(C3=CC=CC=C32)/C=C/C(=O)C4=CC=C(C=C4)Br)O,Active,High,931.2,QC'ed NCATS
375813582,134789021,C#CCNC(=O)C1=NC(=C2N1C=CC=C2)C3=CN=C(C=C3)Cl,Active,High,801.77,QC'ed NCATS
375824327,134798526,C1=CC=C(C=C1)CNC(=O)C2=CN3C=C(SC3=N2)C4=CC=CC=C4,Active,High,>1000,QC'ed NCATS
162010022,663999,CC(C)NC1=C(N=C(O1)C2=CC=CC3=CC=CC=C32)C#N,Active,High,>1000,QC'ed NCATS
104224189,4566836,CC1=CC(=NC=C1)NC(=S)N2CCN(CC2)C3=CC=CC(=C3)C(F)(F)F,Active,High,>1000,QC'ed NCATS
99431308,46926031,CC1=C(C(N=C(N1)NC2=NC3=CC=CC=C3O2)C4=CC=CC=C4Cl)C(=O)NC5=CC=CC=C5,Inconclusive,N/F,N/F,QC'ed NCATS
104224580,49852801,CC1=CC(=NC=C1)NC(=S)N2CCC(CC2)C3=CC(=CC=C3)C(F)(F)F,Active,High,672.31,QC'ed NCATS
124398558,53257140,CC1=CC(=NC=C1)NC(=S)N2CCN(CC2)C3=CC(=C(C=C3)Cl)Cl,Active,High,>1000,QC'ed NCATS
161004041,70789382,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=C(C=C2)OC(F)(F)F)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,Inactive,Low,1.6,QC'ed NCATS
161004052,2304856,COC1=C(C=C(C=C1)Cl)C(=O)NC2=NC(=CS2)C3=CC=CC=C3,Inconclusive,N/F,N/F,QC'ed NCATS
172113105,72710616,C1=CC=C2C(=C1)C(C(=O)N2)CC3=CC(=C(C(=C3)Cl)O)Cl,Inactive,Low,8.8,QC'ed NCATS
160844023,1079725,C1=CC=C(C(=C1)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3)O,Inactive,Low,1.15,QC'ed NCATS
377712436,946390,COC1=CC2=C(C=C1)NC(=O)C(=C2)C3=NOC(=N3)C4=CC(=CC=C4)OC,Active,High,>1000,QC'ed NCATS
160844081,70701442,C1=CC(=CC=C1NCC2=CC(=C(C=C2)Cl)Cl)[S+](=O)(NC3=NC=CS3)[O-],Inconclusive,N/F,N/F,QC'ed NCATS
161004089,70789449,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=NC5=CC=CC=C5S4,Active,High,740.23,QC'ed NCATS
162010104,71296004,C1=CC=C2C(=C1)C=C(N=C2NC3=CC(=C(C=C3)F)F)C4=CC=NC=C4,Inconclusive,N/F,N/F,QC'ed NCATS
170466905,72187558,CC1=CC=CC=C1C(=O)N2CCC3=C2C=CC(=C3)C4=C(SC(=N4)NC(=O)CC5=CC=CC=C5)C,Active,High,>1000,QC'ed NCATS
161004488,70789656,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC(=C(C=C4)C5=C(C(=C(C=C5)F)F)F)F,Active,Moderate,57.46,QC'ed NCATS
170466931,72187532,CC1=C(N=C(S1)NC(=O)CC2=CC3=C(C=C2)OCO3)C4=CC5=C(C=C4)N(CC5)C(=O)C6=CC=CC=C6Cl,Inconclusive,N/F,N/F,QC'ed NCATS
24276516,4898908,C1CN2CCC1C3=C2C=C4C(=C(SC4=N3)C(=O)NC5=CC=C(C=C5)Cl)N,Active,High,697.14,QC'ed NCATS
24273273,4462741,CC1=CC=CC=C1C(=O)NC2=C(C3=C(S2)CC(CC3)C(C)(C)C)C(=O)NCC4=CC=CO4,Active,High,167.27,QC'ed NCATS
375819053,137299536,CC1=CC=C(C=C1)C(=O)N2CCCC(C2)C3=NN(C(=O)N3)C4=CC=C(C=C4)OC,Active,High,684.93,QC'ed NCATS
377713488,42654366,C1C(C2=C(NC1=O)N=C(S2)N)C3=CC=C(C=C3)Br,Active,High,297.2,QC'ed NCATS
377713067,42654528,C1C(C2=C(NC1=O)N=C(S2)N)C3=C(C=CC=C3Cl)Cl,Inactive,Low,5.54,QC'ed NCATS
384569238,72714058,C[C@H]1[C@@H](C(=O)N(C2=C(N1C(=O)C)C=C(C=C2)C#N)CC3=C(C=CC4=CC=CC=C43)C)NC(=O)[C@H](C)NC,Active,High,551.13,QC'ed NCATS
377661932,868286,CC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC4=CC=CC=N4,Active,High,>1000,QC'ed NCATS
24414466,16033939,CC1=C(C=C(C=C1)N2C3=NC=NC(=C3C=N2)NC(C)COC)C,Active,High,690.14,QC'ed NCATS
375814992,134787910,C1COCCN1C(=O)C2=NC(=C3N2C=CN=C3)C4=C(C=C(C=C4)Cl)Cl,Active,High,>1000,QC'ed NCATS
174006887,54685215,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=C(C2=O)C(=O)NCC(=O)O)O,Active,Moderate,14.64,QC'ed NCATS
363679199,60202647,CC1CCC(CC1)N2C3=C(C=CN=C3)C4=CN=C(N=C42)NC5=NC6=C(CN(CC6)C(=O)CO)C=C5,Active,High,134.84,QC'ed NCATS
363680173,57748689,CC[C@@H](C)NC1=C(C=C(C(=C1)C(=O)NC2CC3CCC(C2)N3C4=NC=C(C=C4)C(=O)C5CC5)C)C(=O)N,Active,High,>1000,QC'ed NCATS
375818692,137299525,COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCCN(C3)C(=O)C4=CC(=CC=C4)OC,Active,High,435.58,QC'ed NCATS
137276057,57519531,C[C@@]1(CN(C[C@@]1(C)CO)C2=NC=C(C(=C2)C(=O)NC3=CC4=C(CCC5=C4N(N=C5C(=O)N)C6=CC=C(C=C6)F)C=C3)Cl)CO,Active,Moderate,18.48,QC'ed NCATS
363679158,117637389,CCCOC(C1=CC=CC=C1Cl)C2=CC3=NC=CC(=C3N2)C(=O)O,Active,Moderate,12.9,QC'ed NCATS
375881590,70777500,CN(C)C1CCN(C1)CC2=C(N=C3C=C(C(=CC3=C2)OC)OC)C4=CC(=CC=C4)Cl,Active,High,>1000,QC'ed NCATS
7977061,1177165,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC3=C(C(=O)N(C3=O)C4=CC=CC=C4)Cl,Active,High,123.2,QC'ed NCATS
7971055,3596188,CCOC(=O)N1CCN(CC1)CC2=NC3=C(N2CCC(C)C)C(=O)N(C(=O)N3C)C,Active,High,765.44,QC'ed NCATS
24414477,16033949,CC(C1=CC=CC=C1)NC2=C3C=NN(C3=NC=N2)C4=CC(=CC=C4)Cl,Inconclusive,N/F,N/F,QC'ed NCATS
99367988,46907708,CC(C)OC1=CC=CC(=C1)C2=CN=C(S2)N3CCC(CC3)C(=O)N,Active,High,809.96,QC'ed NCATS
161003938,70789414,CC1=C(C=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC4=CC=C(C=C4)N5C=NC=N5)C,Inactive,Low,1,QC'ed NCATS
161004002,70789416,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC(=C2)C(=O)NC3=NC(=CS3)C4=CC=C(C=C4)Cl,Inconclusive,N/F,N/F,QC'ed NCATS
161004048,70789502,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC(=C(C=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4)Cl,Inconclusive,N/F,N/F,QC'ed NCATS
163827022,71660754,C1COCCN1[S+](=O)(C2=CN=C(S2)NC(=O)C3=CC(=CC=C3)Br)[O-],Inconclusive,N/F,N/F,QC'ed NCATS
172113112,72710615,C1=CC=C2C(=C1)/C(=C\C3=CC(=C(C(=C3)F)O)F)/C(=O)N2,Active,Moderate,26.95,QC'ed NCATS
161004103,70789542,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=CC=C(C=C3)N4CCOCC4,Active,Moderate,53.34,QC'ed NCATS
161004129,17361469,C1=CC=C2C=C(C=CC2=C1)C(=O)NC3=CC=C(C=C3)C(=O)NC4=NC=CS4,Active,High,>1000,QC'ed NCATS
161004162,70789541,CC1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=CC=CC=C32)C(=O)NC4=NC(=CS4)C5=CC=CC=C5,Inactive,Low,3.4,QC'ed NCATS
161004473,70789668,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC(=C(C=C4)C5=C(C=C(C=C5)F)F)F,Active,Moderate,19.5,QC'ed NCATS
164755759,71771098,CCC1=C(C=C(C=C1)NC(=O)C2=C(C(=C(N2)C)C(=O)C)C)[S+](=O)(NC3=CC=C(C=C3)Br)[O-],Inactive,Low,1,QC'ed NCATS
174006294,24762166,C1CCN(CC1)C(=O)C2=CC=C(C=C2)NC3=C4C(=NC(=N3)NC5CCC(CC5)N)N(C=N4)C6=CC(=CC=C6)F,Active,Moderate,21.8,QC'ed NCATS
375887302,134807770,COC1=C(C=C(C=C1)C2=NN3C(=NC=C3NC4=CC=NC=C4)C=C2)OC,Active,High,762.6,QC'ed NCATS
109967255,135422895,CN=C1CN=C(C2=C(N1)C=CC(=C2)Cl)C3=CC=CN3,Active,High,>1000,QC'ed NCATS
375817917,137299452,CC1=C(C(=NO1)C)[S+](=O)(N2CCC(CC2)C3=NN(C(=O)N3)C4=CC=C(C=C4)OC)[O-],Active,High,403.42,QC'ed NCATS
134225088,56593335,CCOC1=CC=CC=C1C(=O)NC2=CC=CC=C2C(=O)NC3=CC=CC(=C3)C(F)(F)F,Inconclusive,N/F,N/F,QC'ed NCATS
24414538,16033976,CC1=C(C=C(C=C1)N2C3=NC=NC(=C3C=N2)NCCCN4C=CN=C4)Cl,Active,High,>1000,QC'ed NCATS
24269957,15989530,C1CN(CCC1CNC(=O)NC2=CC(=C(C=C2)F)Cl)CC3=CC(=CC=C3)Cl,Active,High,>1000,QC'ed NCATS
363681205,72710568,CC1=C(SC(=N1)[C@@](C)(CO)O)C2=CC(=C(N=C2)N)O[C@H](C)C3=C(C=CC(=C3)F)N4N=CC=N4,Active,High,414.11,QC'ed NCATS
375886982,134807450,C1=CC(=CC(=C1)F)C2=CN3C(=CN=C3C4=CC=C(C=C4)C(=O)NCCCN5C=CN=C5)C=N2,Inactive,Low,1,QC'ed NCATS
377675320,621867,CC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O,Inconclusive,N/F,N/F,QC'ed NCATS
375850553,71829149,COC1=C(C=C(C=C1)C(=O)NC2CCCC3=C2NC4=C3C=CC=C4Cl)OC,Active,High,139.31,QC'ed NCATS
384568724,1285940,CC1=CC(=C(C=C1C)[N+](=O)[O-])C2=CC=C(O2)/C=C/3\C(=NN(C3=O)C4=CC=C(C=C4)C(=O)O)C,Active,High,237.71,QC'ed NCATS
377660839,20919964,CCN1CCN(CC1)C(=O)CCCN2C(=O)C3=NN(C(=C3C(=N2)C)C)C4=CC=C(C=C4)C,Active,High,175.21,QC'ed NCATS
363679170,90216621,C1CN(CCC1(F)F)CCN2C3=C(C=C(C=C3)F)C(=N2)NC4=C(C=CN=C4)C(=O)O,Inactive,Low,1.2,QC'ed NCATS
24266966,5302298,C1CN2CCC1C3=C2C=C4C(=C(SC4=N3)C(=O)NC5=CC(=C(C=C5)Cl)C(F)(F)F)N,Active,High,>1000,QC'ed NCATS
170464891,392622,CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@@H]([C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,Active,High,>1000,QC'ed NCATS
4239176,3234283,COC1=CC=C(C=C1)C(=O)N2CCC3(CC2)CN(C3)C4=CC=CC(=C4)C5=CC=CC=C5,Inconclusive,N/F,N/F,QC'ed NCATS
384568074,1357397,C1=CC=C(C(=C1)C2=CC=C(O2)/C=C\3/C(=O)N4C5=C(C=C(C=N5)Br)N=C4S3)C(=O)O,Active,Moderate,12.3,QC'ed NCATS
124391172,53255391,CC1=CC(=NO1)NC(=O)C2=CC=C(C=C2)NC(=O)CC3=CC(=C(C=C3)Cl)Cl,Active,High,>1000,QC'ed NCATS
161004060,70789344,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC(=CC(=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4)Cl,Inconclusive,N/F,N/F,QC'ed NCATS
163827010,71660767,CCC1=CC2=C(C=C1)OC(=N2)NC3=NC(C4=C(N3)CCCC4=O)C5=C(C=NN5)Cl,Active,High,915.52,QC'ed NCATS
172113119,72710614,CC1=CC\2=C(C=C1)NC(=O)/C2=C/C3=CC(=C(C(=C3)Cl)O)Cl,Active,Moderate,97.47,QC'ed NCATS
170466902,72187553,CC1=CC=CC=C1C(=O)N2CCC3=C2C=CC(=C3)C4=C(SC(=N4)NC(=O)CC5=CC6=C(C=C5)OCCO6)C,Active,High,760.97,QC'ed NCATS
161004461,70789648,CC1=NC=CC(=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC(=C(C=C4)F)F,Inconclusive,N/F,N/F,QC'ed NCATS
161004169,70789527,CC1=CC=C(C=C1)[S+](=O)(N2C=C(C3=CC=CC=C32)CC4=CC=C(C=C4)C5=CC=CC=C5)[O-],Inconclusive,N/F,N/F,QC'ed NCATS
161004471,32874585,COC1=C(C=CC(=C1)NC2=NC(=NC3=CC=CC=C32)C4=CC=NC=C4)NS(=O)(=O)C,Active,High,>1000,QC'ed NCATS
375888288,134808756,C1=CC(=CC(=C1)C2=CN3C=NC=C3C(=C2)C4=CN=CC=C4)CO,Active,Moderate,75.97,QC'ed NCATS
375887892,134808360,CN1C=CC2=C(N=C(C=C21)C3=CC=CC=C3C#N)C(=O)NCC4CCC(=O)N4,Active,High,265.09,QC'ed NCATS
174006763,25227462,CC1=NC2=C(C(=N1)NC3=NNC4=C3CN(C4(C)C)C(=O)N[C@H](CN(C)C)C5=CC=CC=C5)SC=C2,Inactive,Low,2.31,QC'ed NCATS
375814617,134791156,C1CC1NC(=O)C2=NC(=C3N2C=CC=C3)C4=CN=CC=C4,Active,High,652.5,QC'ed NCATS
124898780,9884685,C1COCCN1C2=NC(=NC3=C2OC4=C3C=CC=N4)C5=CC(=CC=C5)O,Active,High,536.54,QC'ed NCATS
377020183,25169383,C1CNCC1NC2=CC=CC(=N2)C3=CN=C4N3C=C(C=C4)Cl,Active,High,332.25,QC'ed NCATS
124398492,619526,C1=CC2=C(C=C1Cl)NC(=O)C3=CSC=C3N2,Active,High,478.4,QC'ed NCATS
363680432,73777259,CC1=CC=CC=C1CN2C(=O)C3=C(CCN(C3)CC4=CC=CC=C4)N5C2=NCC5,Inconclusive,N/F,N/F,QC'ed NCATS
375885021,134805490,CC1=CC2=C(N=C(C=C2N1C)C3=C(ON=C3C)C)C4=C(C=C(C=C4)F)OC,Inconclusive,N/F,N/F,QC'ed NCATS
50110078,73549,C1=CC=C2C(=C1)C(=O)N3C4=CC=CC=C4C(=O)C3=N2,Active,High,714.94,QC'ed NCATS
363681118,73051434,CC1=CC2=C(C=CC=C2N1C3=NC4=C(COCC4)C(=N3)NCC5=CC=CC=C5)C(=O)N,Active,High,596.51,QC'ed NCATS
144205245,2118,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,Active,High,125.44,QC'ed NCATS
377020289,53328059,CSC1=NC(=CC(=N1)OC2=CC=C(C=C2)C3=NC(=NN3)NC4=CC=CC(=C4)C(F)(F)F)N,Active,High,633.43,QC'ed NCATS
99367975,46907758,CN(C)C1=CC=CC(=C1)C2=CC(=NC=N2)N3CCC(CC3)C(=O)N,Active,Moderate,37.81,QC'ed NCATS
124953156,220995,COC1=C(C=C2C(C3COC(=O)C3CC2=C1)C4=CC(=C(C=C4)O)OC)O,Active,High,128.79,QC'ed NCATS
22401763,9616943,C1=CC=C2C(=C1)N=C(N2/N=C/C3=CC=C(S3)[N+](=O)[O-])CO,Active,High,268.59,QC'ed NCATS
4238077,3233188,CC1=CN=C(C=N1)CNC2=NC(=NC3=CC=CC=C32)C4=CC(=CC=C4)NS(=O)(=O)C,Active,High,>1000,QC'ed NCATS
4258925,763700,CCOC1=CC=C(C=C1)CNC2=CC3=C(C=C2)N(C=N3)C,Active,High,>1000,QC'ed NCATS
174007302,9934458,CC1=C(C=CC(=C1)SCC2=C(N=C(S2)C3=CC(=C(C=C3)C(F)(F)F)F)C)OCC(=O)O,Active,High,417.13,QC'ed NCATS
99431327,46926050,CC1=C(C(N=C(N1)NC2=NC3=CC=CC=C3O2)C4=CC=CC=C4Br)C(=O)NC5=CC=C(C=C5)OC,Active,High,371.07,QC'ed NCATS
124398526,53257139,CC1=CC(=NC=C1)NC(=S)N2CCN(CC2)C3=CC(=CC(=C3)Cl)F,Inconclusive,N/F,N/F,QC'ed NCATS
136889451,57383414,CCN1C2=C(C=CC(=C2)C(=O)NCC3=CC=C(C=C3)C#N)[S@@](=O)C4=CC=CC=C4C1=O,Active,High,872.09,QC'ed NCATS
144116969,60167918,C1=CC=C(C(=C1)C2=NC=C(C(=N2)NCC3=CC=C(C=C3)N4C=CN=N4)F)C(F)F,Active,High,>1000,QC'ed NCATS
144116971,60167866,CC1=CN=C(N=C1NCC2=CC=C(C=C2)N3C=CN=N3)C4=CC=CC=C4C(F)F,Active,High,>1000,QC'ed NCATS
160844028,70701399,CC1=C(C(=CC=C1)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3)O,Inactive,Low,7.9,QC'ed NCATS
